title,description,street,city,state,zip,country,lat,lng,phone,fax,email,,,
Ana Plumbing & Heating Inc,A363,16 West Hill Drive,Toronto,ON,M1E 3T5,Canada,43.7723467,-79.181284,343-112-2149,(416) 724-1962,demo@wpmaps.com,,,
Andrade Heating & A/C Ltd.,A463,32 Leland Ave,Toronto,ON,M8Z 2X7,Canada,43.6396105,-79.514424,343-112-2150,,demo@wpmaps.com,,,
Appcon Solutions Limited,A471,127 Memorial Park Ave,Toronto,ON,M4J 2K2,Canada,43.6911968,-79.3320596,343-112-2151,,demo@wpmaps.com,,,
Apple Heating + Air Conditioning (1994) Ltd.,A210,P.O. BOX 286 - Station C,Toronto,ON,M6J 3S4,Canada,43.6476367,-79.4233991,343-112-2152,,demo@wpmaps.com,,,
Aptech Mechanical Care Inc,A403,Unit 286 - 4936 Yonge Street,Toronto,ON,M2N 6S3,Canada,43.7645308,-79.4122796,343-112-2153,(800) 723-8305,demo@wpmaps.com,,,
Aqua Controls Inc.,A424,Unit 130 - 5863 Leslie Street,Toronto,ON,M2H 1J8,Canada,43.7984058,-79.3687704,343-112-2154,(416) 250-9443,demo@wpmaps.com,,,
Aranha Heating and Air Conditioning Ltd,A188,15 Kitchener Ave ,Toronto,ON,M6E 2B6,Canada,43.689621,-79.4557316,343-112-2155,,demo@wpmaps.com,,,
Argent Mechanical,A412,#302 - 240 Markland Drive,Toronto,ON,M9C 1R3,Canada,43.628912,-79.5790635,343-112-2156,(416) 622-8716,demo@wpmaps.com,,,
Arrow Htg. & A/C. Co. Ltd.,A065,Unit 39 - 2700 Dufferin Street,Toronto,ON,M6B 4J3,Canada,43.7020158,-79.4528133,343-112-2157,,demo@wpmaps.com,,,
A-S Heating and Cooling,A156,5 Guard House cres,Toronto,ON,M9V 4G2,Canada,43.7388361,-79.5938191,343-112-2158,(416) 747-7443,demo@wpmaps.com,,,
Atlas Industries Inc.,A447,Unit 42 - 130 Industry Street,Toronto,ON,M6M 5G3,Canada,43.6951284,-79.4945431,343-112-2159,,demo@wpmaps.com,,,
Atomech.ca Ltd,A327,29 Lambeth Road,Toronto,ON,M9A 2Y6,Canada,43.661164,-79.5222072,343-112-2160,,demo@wpmaps.com,,,
AV Heating & Cooling Ltd.,A343,18 Roskell Cres.,Toronto,ON,M3J 1E1,Canada,43.75634,-79.4932225,343-112-2161,,demo@wpmaps.com,,,
Avalon,A103A,Unit 27 - 877 Allness Road,Toronto,ON,M3J 2X4,Canada,43.7792585,-79.4750774,343-112-2162,,demo@wpmaps.com,,,
AW Heating & A/C,A251,9 Mulock Ave,Toronto,ON,M6N 3C3,Canada,43.6684642,-79.464446,343-112-2163,(416) 628-4244,demo@wpmaps.com,,,
AZ Mechanical,A413,43 Marbury Cr,Toronto,ON,M3A 2B2,Canada,43.7648876,-79.3354079,343-112-2164,,demo@wpmaps.com,,,
Bazik's Mechanical Heating & Cooling (A/C),B217, Apt 2 - 273 Scarlett Road,Toronto,ON,M6N 4L1,Canada,43.6777026,-79.5064818,343-112-2165,,demo@wpmaps.com,,,
Belyea Bros. Limited,B013,Unit 24 - 2 Thorncliffe Park Dr.,Toronto,ON,M4H 1H2,Canada,43.7065383,-79.351572,343-112-2166,(416) 425-1115,demo@wpmaps.com,,,
BET Building Mechanical SVC. Inc. ,B289,152Lansdowne Ave.,Toronto,ON,M6K 2V9,Canada,43.6454099,-79.4387975,343-112-2167,,demo@wpmaps.com,,,
Birnie Insight Limited,B257,6817 Steeles Av. W,Toronto,ON,M9V 4R9,Canada,43.7545282,-79.6123528,343-112-2168,,demo@wpmaps.com,,,
Biss Inc.,B149-A,3775 Dundas St. West,Toronto,ON,M6S 2T4,Canada,43.6650321,-79.5002883,343-112-2169,,demo@wpmaps.com,,,
Black Creek Mechanical Ltd,B114,104 Florence Crescent,Toronto,ON,M6N 4E5,Canada,43.6668849,-79.4946274,343-112-2170,(416) 604-7008,demo@wpmaps.com,,,
BossSolar,B195,80 Shangarry Drive,Toronto,ON,M1R 1A6,Canada,43.7334377,-79.3032675,343-112-2171,,demo@wpmaps.com,,,
Burnac Holdings Ltd.,B224,277 Davenport Road,Toronto,ON,M5R 1J8,Canada,43.6740985,-79.3988087,343-112-2172,,demo@wpmaps.com,,,
Burnell Mechanical Ltd.,B228,2 Hector Ave.,Toronto,ON,M6N 2M1,Canada,43.6800635,-79.4900679,343-112-2173,(416) 604-9994,demo@wpmaps.com,,,
Canadian Standard Home Services Inc.,C321,431 Richmond St.,Toronto,ON,M5A 1R1,Canada,43.6538637,-79.3661842,343-112-2174,,demo@wpmaps.com,,,
Cantech Mechanical Services,C280,96 Futura Drive,Toronto,ON,M3N 2L7,Canada,43.7500905,-79.5110387,343-112-2175,,demo@wpmaps.com,,,
Case Heating and Air,C303,21 Willowlea Drive,Toronto,ON,M1C 1J4,Canada,43.7972647,-79.174534,343-112-2176,,demo@wpmaps.com,,,
Catherine Heating and Cooling,C148,408 Ridelle Ave.,Toronto,ON,M6B 1K4,Canada,43.7037958,-79.442742,343-112-2177,,demo@wpmaps.com,,,
CBS Certified Building Systems,C270,Unit 11 - 5650 Tomken Road,Toronto,ON,L4W 4P1,Canada,43.6382971,-79.6490702,343-112-2178,(905) 282-0730,demo@wpmaps.com,,,
Cedarwood Heating and Cooling,C123,Unit 9 - 3400 Midland Avenue,Toronto,ON,M1V 4V6,Canada,43.8104825,-79.291182,343-112-2179,,demo@wpmaps.com,,,
Century Sheet Metal,C294,32 Goodmark Place,Toronto,ON,M9W 6S2,Canada,43.7545463,-79.6153803,343-112-2180,(416) 679-0118,demo@wpmaps.com,,,
CH4 Heating,C398,207 - 60 Underhill Dr.,Toronto,ON,M3A 2J7,Canada,43.7450802,-79.3262099,343-112-2181,,demo@wpmaps.com,,,
City Gas Company Limited,C211,537 Kennedy Road,Toronto,ON,M1K 2B1,Canada,43.7204828,-79.2625359,343-112-2182,(416) 465-0054,demo@wpmaps.com,,,
Climate,C349,Unit 5 - 69 Howden Road,Toronto,ON,M1R 3C7,Canada,43.7516055,-79.2891786,343-112-2183,,demo@wpmaps.com,,,
"Clio Cleaning Service Ltd.,",C305,19 Bowden Street,Toronto,ON,M4K 2X3,Canada,43.6754318,-79.353075,343-112-2184,(416) 466-7893,demo@wpmaps.com,,,
Cole Platt Renovations,C327,28 - 123 Strathcona Ave.,Toronto,ON,M4J 4Z1,Canada,43.6758019,-79.3446525,343-112-2185,,demo@wpmaps.com,,,
Colie's Heating & A/C,C393,Apt 1410 - 26545 Kipling Ave,Toronto,ON,M9V 3S6,Canada,43.7448447,-79.5828897,343-112-2186,,demo@wpmaps.com,,,
Comfort Zone (HVAC),C325,59 O'Donnell Ave,Toronto,ON,M8Z 3Y1,Canada,43.6172076,-79.5025288,343-112-2187,,demo@wpmaps.com,,,
Comfort Zone Heating and Air Conditioning,C313,# 309 - 4190 Bathurst St,Toronto,ON,M3H 3P9,Canada,43.7486405,-79.4371391,343-112-2188,,demo@wpmaps.com,,,
Cool Heat Comfort,C392,800 Royal York road,Toronto,ON,M8Y 2T7,Canada,43.6388824,-79.5088325,343-112-2189,,demo@wpmaps.com,,,
Copperhead Mechanical Ltd.,C195,58 Rosemount Ave,Toronto,ON,M9N 3B3,Canada,43.7020558,-79.5153334,343-112-2190,(416) 752-9281,demo@wpmaps.com,,,
Corsi & Associates Mech. Contractors Ltd.,C324,723 Garyray Drive,Toronto,ON,M9L 1R2,Canada,43.7652017,-79.5557052,343-112-2191,(416) 398-5481,demo@wpmaps.com,,,
Crawford Reno Inc,C263,622 Crawford Street,Toronto,ON,M6G 3K2,Canada,43.6601728,-79.4212721,343-112-2192,,demo@wpmaps.com,,,
CS2 Construction Sales Inc.,C231,20 Champlain Blvd,Toronto,ON,M3H 2Z1,Canada,43.7333064,-79.444633,343-112-2193,(416) 398-1871,demo@wpmaps.com,,,
Culzac Heating & Air Conditioning,C328,208 - 1305 Wilson Ave,Toronto,ON,M3M 1J2,Canada,43.7234103,-79.4950634,343-112-2194,,demo@wpmaps.com,,,
Dael Thermal Group Inc.,D038,Unit 17 - 50 Airview Road,Toronto,ON,M9W 4P2,Canada,43.7198181,-79.5763586,343-112-2195,(416) 742-9839,demo@wpmaps.com,,,
DarDar Heating and A/C Inc.,D193,12 Redwing Place,Toronto,ON,M3C 2A8,Canada,43.728187,-79.3422212,343-112-2196,,demo@wpmaps.com,,,
David White Heating & Sheet Metal Ltd.,D360,Unit 48 - 175 Toryork Drive,Toronto,ON,M9L 2Y7,Canada,43.7581598,-79.557183,343-112-2197,,demo@wpmaps.com,,,
Delta Air Systems Div. of Bridgeport Ind. Group,D069,1144 - 7B Pleasant Blvd,Toronto,ON,M4T 1K2,Canada,43.6871481,-79.3931375,343-112-2198,(416) 482-4187,demo@wpmaps.com,,,
Delta Heating and Cooling,D371,201 Delta St,Toronto,ON,M8W 4E7,Canada,43.6070398,-79.537168,343-112-2199,,demo@wpmaps.com,,,
Delta Mech Systems Limited,D407,16 Springrove Avenue,Toronto,ON,M6B 3H3,Canada,43.673524,-79.4587643,343-112-2200,,demo@wpmaps.com,,,
Dependable HVAC Services,D393,25 Debby Court,Toronto,ON,M9N 2L7,Canada,43.7080199,-79.5251522,343-112-2201,,demo@wpmaps.com,,,
Direct Air Systems,D363,33 Buxton Road,Toronto,ON,M3M 1Y6,Canada,43.7333102,-79.5027045,343-112-2202,,demo@wpmaps.com,,,
Downtown Gas Services,D402,91 Cayuga Avenue,Toronto,ON,M6N 2G4,Canada,43.6783864,-79.4791002,343-112-2203,416-766-6065,demo@wpmaps.com,,,
DTS Contracting Services,D357,61 Princemere Crescent,Toronto,ON,M1R 3X1,Canada,43.7553129,-79.2998216,343-112-2204,,demo@wpmaps.com,,,
Dunco Cooling Systems Inc.,D379,172 Gamma St,Toronto,ON,M8W 4G4,Canada,43.6048412,-79.5382131,343-112-2205,,demo@wpmaps.com,,,
Dupont Heating,D086,"1400 Dufferin St,",Toronto,ON,M6H 4C8,Canada,43.6701224,-79.4401273,343-112-2206,(416) 532-1028,demo@wpmaps.com,,,
East Gas Energy,E136,76 Ranchdale Cres.,Toronto,ON,M3A 2A3,Canada,43.7531786,-79.3219321,343-112-2207,,demo@wpmaps.com,,,
Eco Energy Home Services Inc,E081,Unit 10 - 11 - 3761 Victoria Park Ave,Toronto,ON,M1W 3S3,Canada,43.8084872,-79.3357932,343-112-2208,(905) 475-6588,demo@wpmaps.com,,,
Ecosmart Home Services,E102,Suite 305A - 200 Consumers Road,Toronto,ON,M2J 4R4,Canada,43.7728537,-79.3311529,343-112-2209,(416) 497-6221,demo@wpmaps.com,,,
Efficiency HVAC,E160,Apt 301 - 2360 Weston Road,Toronto,ON,M9N 1Y9,Canada,43.7058616,-79.5316715,343-112-2210,,demo@wpmaps.com,,,
Efficient Air Care Inc.,E158,2774 Weston Road,Toronto,ON,M9M 2R6,Canada,43.7182151,-79.5381049,343-112-2211,,demo@wpmaps.com,,,
Ehvert Mission Critical,E098A,Suite 201 - 200 Adelaide St. West,Toronto,ON,M5H 1W7,Canada,43.6487008,-79.3871626,343-112-2212,(416) 868-6001,demo@wpmaps.com,,,
El-Air Heating and Cooling,E159,#416 - 29 Canniff St,Toronto,ON,M6K 3M5,Canada,43.641242,-79.4122852,343-112-2213,,demo@wpmaps.com,,,
Elements Air Systems Inc.,E178,25 Evermede Drive,Toronto,ON,M3H 3N2,Canada,43.7647257,-79.3306468,343-112-2214,416-635-0462,demo@wpmaps.com,,,
Elite Plumbing & Heating Supplies Ltd.,E131,1617 Dundas Street West,Toronto,ON,M6K 1V2,Canada,43.6497548,-79.4357322,343-112-2215,(416) 533-5290,demo@wpmaps.com,,,
Energy ETA,E106,53 Princemere Cr,Toronto,ON,M1R 3X1,Canada,43.7549029,-79.2998233,343-112-2216,(416) 750-1272,demo@wpmaps.com,,,
Europa Heating and Air Conditioning Inc.,E144,1038 Dovercourt Road,Toronto,ON,M6H 2X8,Canada,43.6684394,-79.4324367,343-112-2217,(416) 537-4296,demo@wpmaps.com,,,
Exacaire Mech. Systems Ltd.,E069,300 - 24 New Toronto Street,Toronto,ON,M8V 2E8,Canada,43.6045145,-79.5176322,343-112-2218,(905) 569-6531,demo@wpmaps.com,,,
Fabell HVAC/R,F134,35 Manchester St.,Toronto,ON,M8V 3V7,Canada,43.6174094,-79.4949447,343-112-2219,,demo@wpmaps.com,,,
Fair Weather Heating and Air,F118,Apt 205 - 6 Royal York Blvd,Toronto,ON,M8V 2S7,Canada,43.6032156,-79.4933851,343-112-2220,,demo@wpmaps.com,,,
Ferguson Heating and Cooling,F036,2399 Eglinton Ave. West,Toronto,ON,M6M 1S7,Canada,43.6915143,-79.4647101,343-112-2221,(416) 656-2262,demo@wpmaps.com,,,
Finbar McCarthy and Associaes Inc. (FMA Design Build),F137,218 Glen Road,Toronto,ON,M4W 2X3,Canada,43.6870212,-79.3723165,343-112-2222,,demo@wpmaps.com,,,
Five Lions Heating & Cooling Inc.,F126,315 - 283 Pharmacy Ave,Toronto,ON,M1L 3G1,Canada,43.7012367,-79.2868449,343-112-2223,,demo@wpmaps.com,,,
Forge Mechanical Inc,F130,173 Euclid Ave,Toronto,ON,M6J 2J8,United States,43.6506495,-79.4090975,343-112-2224,,demo@wpmaps.com,,,
Free Air Mech. Inc.,F079,689 Warden Ave. Unit 9,Toronto,ON,M1L 4R6,Canada,43.7077437,-79.2776116,343-112-2225,(416) 696-6985,demo@wpmaps.com,,,
Freedom International Brokerage Co.,F070,Suite 1500 - 181 University Ave,Toronto,ON,M5H 3M7,Canada,43.6492365,-79.3853592,343-112-2226,(416) 367-8550,demo@wpmaps.com,,,
"Friend's Heating, Cooling & Electrical",F098,14 Channing Pl,Toronto,ON,M9V 4M7,Canada,43.7332846,-79.5996935,343-112-2227,(416) 743-5474,demo@wpmaps.com,,,
FSA Associates Inc.,F114,1 - 2858 Danforth Ave.,Toronto,ON,M4C 1M1,Canada,43.6899221,-79.2949615,343-112-2228,,demo@wpmaps.com,,,
FXD Performance Contracting Inc,F136,188 Combe Ave,Toronto,ON,M3H 4K5,Canada,43.7585279,-79.4617529,343-112-2229,,demo@wpmaps.com,,,
Gas Appliances Service,G140,51 Montezuma Trail,Toronto,ON,M1V 1K4,Canada,43.8082888,-79.2794907,343-112-2230,,demo@wpmaps.com,,,
Gas Pro Hearing and AC,G171,48 Flavian Cres,Toronto,ON,M2H 1V9,Canada,43.795189,-79.3569033,343-112-2231,,demo@wpmaps.com,,,
Gasman Services,G233,874 Weston Road,Toronto,ON,M6W 3R6,Canada,43.6832556,-79.4811544,343-112-2232,,demo@wpmaps.com,,,
Gefter & Sons,G232,58 Fairfield Road,Toronto,ON,M4P 1T2,Canada,43.7117387,-79.3851173,343-112-2233,,demo@wpmaps.com,,,
Gentry Environmental Syst.Ltd.,G014,Unit 9 - 9 Royalcrest Road,Toronto,ON,M9V 2L6,Canada,43.7497899,-79.608711,343-112-2234,(416) 742-3663,demo@wpmaps.com,,,
George Petrov,G170,6 Argate Place,Toronto,ON,M1K 2J9,Canada,43.7253568,-79.2694505,343-112-2235,,demo@wpmaps.com,,,
GH Enterprises,G212,48 Woodgate Dr,Toronto,ON,M6N 4W3,Canada,43.6768484,-79.5038027,343-112-2236,,demo@wpmaps.com,,,
Gibson-Air Mechanical Ltd,G029,#12 - 14 - 763 Warden Ave.,Toronto,ON,M1L 4B7,Canada,43.7220939,-79.2842838,343-112-2237,(416) 751-4300,demo@wpmaps.com,,,
Glencairn Mechanical Ltd,G163,165 Hillmount Ave,Toronto,ON,M6B 1X9,Canada,43.7087545,-79.4395556,343-112-2238,,demo@wpmaps.com,,,
Global Green Inc.,G150,Unit 306 - 1280 Finch Ave West,Toronto,ON,M3J 3K6,Canada,43.7644571,-79.4887924,343-112-2239,,demo@wpmaps.com,,,
Global Heating & Cooling,G166,Unit 503 - 1698 Victoria Park Ave,Toronto,ON,M1R 1R2,Canada,43.7336878,-79.3068995,343-112-2240,,demo@wpmaps.com,,,
Green Choice Heating & Cooling,G202,308 Woodfield Road,Toronto,ON,M4L 2X1,Canada,43.6728437,-79.324628,343-112-2241,,demo@wpmaps.com,,,
Greenverse HAVC Systems Inc.,G205,102 Somerset Ave,Toronto,ON,M6H 2R4,Canada,43.6744094,-79.4322464,343-112-2242,,demo@wpmaps.com,,,
Gridiron Plumbing & Pipefitting Ltd.,G192,520 Corenation Drive,Toronto,ON,M1E 5C7,Canada,43.7655084,-79.1660084,343-112-2243,(416) 286-2176,demo@wpmaps.com,,,
"GTA Heating & Air Conditioning Ltd.,",G190,105 Horsham Ave,Toronto,ON,M2N 2A1,Canada,43.7733427,-79.4194103,343-112-2244,,demo@wpmaps.com,,,
Habeda Engineering Limited ,A053,20 Densley Ave.,Toronto,ON,M6M 2R1,Canada,43.7034906,-79.4746714,343-112-2245,(416) 235-2763,demo@wpmaps.com,,,
Hartley Mechanical Ltd,H207,1041 Glen-cairn Ave,Toronto,ON,M6B 2B1,Canada,43.7068064,-79.4540065,343-112-2246,,demo@wpmaps.com,,,
"Heating, Ventilation, Air Cond. Services (Hvacs)",H155,1 Benroyal Crescent,Toronto,ON,M1H 1L4,Canada,43.7586659,-79.2451463,343-112-2247,,demo@wpmaps.com,,,
Hemus HVAC Systems,H162,308 Glebemount Avenue,Toronto,ON,M4C 3V3,Canada,43.6962985,-79.3225956,343-112-2248,,demo@wpmaps.com,,,
High Park Htg. & Cooling Inc.,H072A,131 Marion St.,Toronto,ON,M6R 1E6,Canada,43.6411033,-79.4459356,343-112-2249,(416) 533-8819,demo@wpmaps.com,,,
High Park Mechanical Inc.,H072,3 Wilson Park Rd.,Toronto,ON,M6K 3B6,Canada,43.6370106,-79.4412221,343-112-2250,,demo@wpmaps.com,,,
Hoerner Heating & Plumbing Service Inc,H074,868 Breadview Ave,Toronto,ON,M4K 2R1,Canada,43.6795562,-79.3582767,343-112-2251,416-466-3711,demo@wpmaps.com,,,
House Depot Co.,H099,68 Holcolm Road,Toronto,ON,M2N 2C7,Canada,43.776369,-79.4205631,343-112-2252,(416) 221-1487,demo@wpmaps.com,,,
HVAC Quick Solution Ltd.,H168,49 Westleigh Cr,Toronto,ON,M8W 3Z2,Canada,43.5970553,-79.5503997,343-112-2253,,demo@wpmaps.com,,,
I M Comfort Ltd.,I057,23 Radway Ave,Toronto,ON,M9C 1J7,Canada,43.6322242,-79.5651511,343-112-2254,,demo@wpmaps.com,,,
Idee Inc.,I073,223 Queen St East,Toronto,ON,M5A 1S2,Canada,43.6542476,-79.3700165,343-112-2255,,demo@wpmaps.com,,,
Igman Air Systems Inc.,I065,11 - 55 Kelfield St,Toronto,ON,M9W 5A3,Canada,43.6895088,-79.5761912,343-112-2256,,demo@wpmaps.com,,,
In Spec Systems,I054,Unit 12 - 1805 Wilson Ave.,Toronto,ON,M9M 1A2,Canada,43.7173897,-79.5221413,343-112-2257,(416) 745-0220,demo@wpmaps.com,,,
Independent Mechanical Supply Inc.,I039,310 Carlingview Drive,Toronto,ON,M9W 5G1,Canada,43.6909131,-79.5983551,343-112-2258,(416) 679-0848,demo@wpmaps.com,,,
Independent Mechanical Systems,I052,41 Vernon Street,Toronto,ON,M6T 1S9,Canada,43.6632229,-79.4794092,343-112-2259,,demo@wpmaps.com,,,
Infinite It Solutions Inc.,I064,307 Humberline Drive,Toronto,ON,M9W 5V1,Canada,43.7406042,-79.6183638,343-112-2260,(866) 968-2122,demo@wpmaps.com,,,
Infiniti Air Conditioning and Heating Ltd,I034,Unit 19 - 3001 Markham Road,Toronto,ON,M1X 1L6,Canada,43.8285786,-79.2491479,343-112-2261,(416) 609-0148,demo@wpmaps.com,,,
Insight Energy Solutions,I076,Unit 400 - 215 Spadina Ave,Toronto,ON,M5T 2C7,Canada,43.6507347,-79.3966189,343-112-2262,,demo@wpmaps.com,,,
Insight Technologies Construction Corp.,I060,6817 Steeles Ave W.,Toronto,ON,M9V 4R9,Canada,43.7545282,-79.6123528,343-112-2263,416-745-9763,demo@wpmaps.com,,,
Intervolt electric LTD,I080,102 Crockford BLVD unit #1,Toronto,ON,M1R 3C3,Canada,43.7437486,-79.2904924,343-112-2264,416-757-7744,demo@wpmaps.com,,,
J H Reno Ltd.,J079,24 Marble Arch Cres,Toronto,ON,M1R 1W7,Canada,43.7359194,-79.2934935,343-112-2265,(416) 701-0230,demo@wpmaps.com,,,
J. Kelly's Heating Ltd,J071,1397 Bayview Ave,Toronto,ON,M4G 3A6,Canada,43.7017154,-79.3735917,343-112-2266,(416) 481-1349,demo@wpmaps.com,,,
Jesscor Mechanical Systems  Ltd.,J014,Unit B105 - 30 Bertrand Avenue,Toronto,ON,M1L 2P5,Canada,43.7342252,-79.2852982,343-112-2267,,demo@wpmaps.com,,,
JMC Electrical & Controls Inc.,J120,251 Consumers Road,Toronto,ON,M2J 1R3,Canada,43.7700348,-79.3305213,343-112-2268,(416) 774-2415,demo@wpmaps.com,,,
Joe Rebelo,J089,8 Berrytone Ave,Toronto,ON,M6L 2X8,Canada,43.7125654,-79.4956096,343-112-2269,,demo@wpmaps.com,,,
Jones Lang LaSalle,J076-A,2600 Adelaide Street West,Toronto,ON,M5H 4E3,Canada,43.6501417,-79.3796307,343-112-2270,,demo@wpmaps.com,,,
Josan Inc.,J099,2 St. Lawrence Ave.,Toronto,ON,M8Z 5T8,Canada,43.6203203,-79.5177554,343-112-2271,,demo@wpmaps.com,,,
K. Rae Mech.,K033,Unit 7 - 1 Hook Ave.,Toronto,ON,M6P 1T2,Canada,43.6653841,-79.4594917,343-112-2272,,demo@wpmaps.com,,,
Keystone Mechanical Group Inc,K054,30 Apex Road,Toronto,ON,M6A 2V2,Canada,43.7154767,-79.4599289,343-112-2273,(416) 782-3600,demo@wpmaps.com,,,
KLQ Mechanical Ltd,K069,Unit 1 - 151 Norfinch Drive,Toronto,ON,M3N 1Y2,Canada,43.7643922,-79.529271,343-112-2274,(416) 661-6829,demo@wpmaps.com,,,
KMC Works Inc.,K059,2130 - 120 Adelaid St West,Toronto,ON,M5H 1T1,Canada,43.6493863,-79.383155,343-112-2275,(416) 367-1954,demo@wpmaps.com,,,
Kossman Developments Inc,K079,71 Gordon Road,Toronto,ON,M2P 1E3,Canada,43.7472986,-79.3958712,343-112-2276,,demo@wpmaps.com,,,
Lanator Inc,L103,47 Sunset Avenue,Toronto,ON,M8W 3Z5,Canada,43.5983853,-79.5499405,343-112-2277,,demo@wpmaps.com,,,
"Laundry Solution Inc.,/ Contex Inc.",L095,Unit 73 - 2220 Midland Ave,Toronto,ON,M1P 3E6,Canada,43.7749479,-79.2749774,343-112-2278,647-346-6588,demo@wpmaps.com,,,
Lelo Mechanical Promotions Inc.,L069,1776 Eglinton Ave West,Toronto,ON,M6E 2H6,Canada,43.6961958,-79.4486602,343-112-2279,,demo@wpmaps.com,,,
Lloyd HVAC Services Inc,L062,Suite 350 - 1-3096 Danforth Ave,Toronto,ON,M1L 1B1,Canada,43.6914855,-79.2880336,343-112-2280,,demo@wpmaps.com,,,
Lormar Sheet Metal Inc,L102,3655 Keele Street,Toronto,ON,M3J 1M8,Canada,43.7530901,-79.4872695,343-112-2281,(416) 635-9274,demo@wpmaps.com,,,
Luis Ribeiro,L081,553 West Mount Ave,Toronto,ON,M6E 3N8,Canada,43.6903947,-79.4466221,343-112-2282,,demo@wpmaps.com,,,
Lunaris Inc.,L077,1746 Lawrence Ave East,Toronto,ON,M1R 2YL,Canada,43.7427848,-79.3081805,343-112-2283,(416) 840-7794,demo@wpmaps.com,,,
M & M Heating & Cooling,M170,232 High Park Ave,Toronto,ON,M6P 2S4,Canada,43.661482,-79.4690544,343-112-2284,,demo@wpmaps.com,,,
M C Mechanical,M280,408 - 18 Cedarcroft Blvd,Toronto,ON,M2R 2Z2,Canada,43.7838918,-79.4475181,343-112-2285,,demo@wpmaps.com,,,
M C Mechanical Services Inc.,M168,Unit 2 - 21 Signal Hill Ave,Toronto,ON,M9W 6V8,Canada,43.7522729,-79.624111,343-112-2286,,demo@wpmaps.com,,,
M.A.S. Mechanical Ltd.,M097,Unit 21 - 855 Alness St.,Toronto,ON,M3J 2X3,Canada,43.7788807,-79.4744828,343-112-2287, 416- 523-4015,demo@wpmaps.com,,,
M.E.M. Co. Elect. Mech.,M022,3152 Dundas St. W.,Toronto,ON,M6P 2A1,Canada,43.665762,-79.4749858,343-112-2288,(416) 769-0686,demo@wpmaps.com,,,
Mac Mech. Inc.,M230,3775 Dundas St. W.,Toronto,ON,M6S 2T4,Canada,43.6650321,-79.5002883,343-112-2289,(416) 760-8126,demo@wpmaps.com,,,
Magen Security Systems Ltd,M330,3235 Dufferin Street,Toronto,ON,M6A 2T2,Canada,43.7199163,-79.4556385,343-112-2290,416-657-1388,demo@wpmaps.com,,,
Magtech Mechanical Systems Inc,M138,Unit 18 -128 - 3555 Don Mills Road,Toronto,ON,M2H 3N3,Canada,43.793953,-79.3528124,343-112-2291,(416) 495-9830,demo@wpmaps.com,,,
Maher Refrigeration,M195,60 Lyon Heights Road,Toronto,ON,M1P 3V9,Canada,43.7595482,-79.2597611,343-112-2292,(888) 890-7870,demo@wpmaps.com,,,
Maple Stone Service,M302,91 Eringate Drive,Toronto,ON,M9C 3Z4,Canada,43.6609202,-79.5799441,343-112-2293,(416) 695-2149,demo@wpmaps.com,,,
Master Mechanical,M235,21 Harlow Crescent,Toronto,ON,M9V 2Y6,Canada,43.7417973,-79.5688167,343-112-2294,,demo@wpmaps.com,,,
Mavy Air Heating & Air Conditioning,M293,25 North Brook Road,Toronto,ON,M4J 4E9,Canada,43.6934091,-79.3369843,343-112-2295,(416) 467-1326,demo@wpmaps.com,,,
MayFair Heating and Cooling Corp.,M327,265 Main St,Toronto,ON,M4C 4X3,Canada,43.6877927,-79.2999674,343-112-2296,,demo@wpmaps.com,,,
McKinnon Heating & Cooling,M008B,"Unit 8 - 40 Kodiak Crescent,",Toronto,ON,M3J 3G5,Canada,43.7546438,-79.466741,343-112-2297,(416) 694-0847,demo@wpmaps.com,,,
MCW Custom Energy Solutions Ltd.,M265,207 Queen's Quay West.,Toronto,ON,M5J 1A7,Canada,43.6388865,-79.380352,343-112-2298,(416) 598-5394,demo@wpmaps.com,,,
Mettko Construction Inc.,M245,Suite 410 - 200 Yorkland Blvd.,Toronto,ON,M2J 5C1,Canada,43.7715959,-79.3351043,343-112-2299,(416) 444-3166,demo@wpmaps.com,,,
MGS Heating Co.,M248,Unit 1109 - 656 Southport St.,Toronto,ON,M6S 3N6,Canada,43.639845,-79.4741672,343-112-2300,(416) 762-3803,demo@wpmaps.com,,,
Michael's on Simcoe,M283,C111 - 100 Simcoe St,Toronto,ON,M5H 3B2,Canada,43.6481427,-79.3866412,343-112-2301,(416) 260-9323,demo@wpmaps.com,,,
Mirvish Productions,M091,Suite 400 - 284 King Street West,Toronto,ON,M5V 1H9,Canada,43.6475226,-79.3876465,343-112-2302,(416) 593-9221,demo@wpmaps.com,,,
"Modern Niagara Building Services, A div of Modern Niagara Toronto Inc.",N011-U,695 Flint Road,Toronto,ON,M3J 2T7,Canada,43.7742663,-79.4800559,343-112-2303,,demo@wpmaps.com,,,
Modern Niagara HVAC Services (Toronto),N011,695 Flint Road,Toronto,ON,M3J 2T7,Canada,43.7742663,-79.4800559,343-112-2304,(416) 748-1439,demo@wpmaps.com,,,
Modern Niagara Toronto Inc.,N005,695 Flint Road,Toronto,ON,M3J 2T7,Canada,43.7742663,-79.4800559,343-112-2305,(416) 749-4673,demo@wpmaps.com,,,
MT Electric ,M335,18 Vikcson crt,Toronto,ON,M9B 1K6,Canada,43.6367574,-79.5547463,343-112-2306,,demo@wpmaps.com,,,
